ME2_TF_engine_test,1.3,23,0,10,12,0.2,,,,,,,,,,,,,,,,
25/01/2014,Diesel_14_01,,,,,,,,,,,,,,,,,,,,,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
none,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear,linear
0,120,25,120,1,0.5,10,50.5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,-7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Time,Barometric Pressure ,Inlet Pressure ,Air Flow Pressure ,Oil Pressure ,Fuel Pressure ,Throttle Position ,Torque ,Engine Speed ,Fuel Flow Rate  ,Air Temp. ,Fuel Temp. ,Oil Out Temp. ,Exhaust Temp. ,Plant In Temp. ,Cool In Temp. ,Cool Out Temp. ,Dyno Out Temp. ,Oil In Temp. ,Cal Water In Temp. ,Cal Water Out Temp. ,Cal Exhaust In Temp. ,Cal Exhaust Out Temp. 
S,mBar,kPa,Pa,Bar,Bar,%,Nm,RPM,cm^3/min,C,C,C,C,C,C,C,C,C,C,C,C,C
266.601,1032.464,99.805,333.719,3.558,2.369,24.927,30.178,1308.105,10.461,21.83,22.33,51.816,178.661,12.067,58.525,58.775,15.292,51.054,11.863,19.253,100.885,19.416
267.441,1031.923,98.989,311.994,3.552,2.294,24.784,30.145,1306.811,10.422,20.911,22.135,52.907,179.667,11.681,57.343,58.947,16.243,51.843,11.35,18.18,100.141,20.294
268.28,1031.82,101.742,299.566,3.555,2.572,24.398,30.203,1307.305,10.381,19.968,21.6,53.889,180.644,11.794,56.168,58.36,16.953,53.166,11.425,17.435,98.89,20.885
1583.596,1030.739,100.913,392.757,2.845,2.526,30.717,57.126,1513.646,19.979,21.119,23.6,73.392,277.433,11.626,68.937,69.745,17.809,72.685,11.187,22.535,171.93,22.391
1584.444,1031.125,99.24,373.486,2.846,2.282,30.928,57.492,1516.242,20.456,21.265,24.328,72.95,277.007,11.705,69.742,70.199,17.437,72.182,11.255,23.085,172.323,21.688
1585.285,1031.031,101.032,390.221,2.851,2.523,31.106,57.525,1516.294,21.296,22.125,24.412,72.393,276.706,11.873,70.511,70.366,16.789,71.708,11.538,23.816,172.632,20.875
1586.125,1031.897,98.631,377.459,2.842,2.398,31.252,57.287,1513.674,21.575,22.246,24.259,71.729,276.395,12.176,71.269,70.325,16.223,71.37,12.061,25.629,172.889,21.387
1586.964,1031.889,101.995,386.746,2.846,2.325,31.266,56.933,1512.644,21.347,23.07,24.03,71.152,276.205,12.601,71.821,69.93,15.411,71.433,12.771,26.157,173.068,20.523
1587.804,1031.984,97.827,373.919,2.85,2.558,31.333,56.926,1513.924,21.275,23.431,23.643,70.61,276.185,13.106,72.219,69.371,14.539,71.655,13.441,26.446,172.802,19.701
1592.852,1032.286,98.666,385.323,2.844,2.65,29.879,57.559,1517.083,23.868,22.25,21.053,70.819,279.21,15.846,69.363,65.108,12.327,76.4,17.412,23.595,167.919,18.647
1593.693,1031.907,99.859,385.18,2.84,2.232,29.542,57.077,1513.103,23.288,22.057,20.632,71.555,279.863,15.768,68.395,64.986,13.199,77.264,17.293,22.706,167.394,19.399
1594.531,1031.627,100.069,382.894,2.84,2.603,29.369,57.071,1514.413,22.491,21.738,20.512,72.467,280.576,15.496,67.618,65.263,13.995,77.739,16.699,21.879,167.251,20.227
1595.372,1031.313,99.222,384.078,2.83,2.241,29.283,57.099,1514.584,22.12,20.741,20.598,73.266,280.975,14.867,66.938,65.958,14.996,77.841,15.88,22.098,167.512,21.332
1596.213,1030.641,101.445,383.361,2.823,2.397,29.233,56.782,1511.775,22.215,20.457,20.864,73.934,281.17,14.034,66.69,66.896,16.038,77.512,14.992,21.379,168.143,22.327
1597.053,1030.585,97.669,386.25,2.834,2.501,29.397,57.151,1513.013,22.413,19.988,21.408,74.557,281.117,13.372,66.81,68.099,17.172,76.808,13.942,21.137,169.145,23.234
2052.875,1031.866,101.038,407.241,2.474,2.71,33.715,74.656,1557.35,39.851,24.015,24.703,82.256,345.102,12.932,73.104,68.852,15.53,82.514,13.01,29.93,244.377,21.795
2053.715,1031.914,101.162,398.568,2.478,2.238,33.616,74.864,1557.909,40.004,24.912,24.657,82.145,345.25,12.987,73.155,68.755,15.479,82.546,13.079,29.988,244.439,21.742
2054.556,1031.964,97.675,395.91,2.481,2.376,33.682,74.696,1557.641,39.557,24.078,24.66,82.23,345.403,13.092,73.19,68.731,15.332,82.526,13.141,30.044,244.419,21.74
2055.404,1032.368,101.076,410.147,2.484,2.722,33.706,74.401,1558.221,40.024,24.14,24.533,82.151,345.535,13.134,73.143,68.583,15.221,82.509,13.159,30.135,244.392,21.631
2056.244,1032.071,102.162,408.552,2.494,2.533,33.654,75.104,1561.066,40.363,24.98,24.563,82.05,345.699,13.23,73.18,68.547,15.242,82.648,13.319,30.179,244.396,21.527
2057.084,1032.223,100.053,394.506,2.494,2.186,33.61,74.862,1560.667,40.609,24.936,24.47,81.945,345.836,13.269,73.161,68.466,14.994,82.657,13.366,30.115,244.213,21.416
2062.13,1032.037,98.682,399.045,2.482,2.631,33.618,74.748,1560.909,40.238,24.941,23.81,81.549,346.701,13.991,73.236,67.691,13.978,83.349,14.395,30.358,243.467,21.689
2062.971,1032.417,101.416,392.637,2.49,2.704,33.55,74.774,1562.867,40.574,24.992,23.627,81.517,346.882,14.11,73.158,67.415,13.712,83.533,14.544,30.282,243.192,21.57
2063.811,1032.387,101.785,396.829,2.484,2.381,33.447,74.8,1562.548,40.789,25.072,23.457,81.425,347.101,14.319,73.116,67.352,13.596,83.728,14.744,30.259,243.095,21.543
2064.642,1032.373,99.63,408.945,2.483,2.174,33.389,74.861,1561.899,40.213,25.023,23.361,81.333,347.244,14.456,73.086,67.17,13.4,83.788,14.865,30.239,242.87,21.424
2065.482,1032.613,97.589,414.801,2.485,2.422,33.442,74.761,1561.09,40.137,24.767,23.249,81.349,347.373,14.493,73.039,67.09,13.215,83.978,15.031,30.173,242.744,21.29
2066.323,1032.534,99.833,400.528,2.487,2.693,33.446,74.934,1561.667,40.092,24.676,23.102,81.351,347.482,14.59,72.957,67,13.111,84.139,15.246,30.098,242.664,21.221
3521.255,1030.463,102.111,456.316,2.815,2.44,36.504,88.635,1689.466,55.077,22.902,26.499,80.894,386.253,11.879,72.925,73.376,18.327,80.348,11.413,30.804,266.016,26.362
3522.102,1030.108,97.483,441.496,2.815,2.161,36.404,88.649,1689.645,54.709,22.578,26.543,81.182,386.554,11.883,72.798,73.455,18.47,80.589,11.354,30.499,266.141,26.713
3522.942,1029.804,100.111,457.092,2.808,2.717,36.428,88.555,1687.827,55.143,22.542,26.476,81.464,386.839,11.856,72.576,73.412,18.682,80.899,11.352,30.269,266.199,26.947
3523.782,1029.578,102.015,457.963,2.809,2.44,36.266,88.4,1687.993,55.19,22.433,26.372,81.734,387.16,11.909,72.427,73.438,18.914,81.278,11.378,29.989,266.219,27.268
3524.622,1029.923,97.893,432.507,2.808,2.131,36.159,88.519,1687.569,55.309,22.122,26.277,81.904,387.449,11.842,72.187,73.373,18.935,81.478,11.359,29.731,266.238,27.5
